Sentence	Label
Ho una pressione di 135/80	inserDatiPress
quali sono i sintomi della depressione?	Generale
come la menopausa può influenzare l’ipertensione?	Generale
come posso prevenire l’ipertensione?	Generale
78 125	inserDatiPress
Pressione sistolica 120, diastolica 80, frequenza del polso: 170	inserDatiTot
Potrei vedere tutte le misurazioni della frequenza cardiaca che ho registrato?	Richiesta
Posso registrare la mia frequenza cardiaca di oggi?	Generale
Vorrei dare un’occhiata a tutte le letture della pressione che ho inserito.	Richiesta
ho appena misurato la mia pressione, è 130/85.	inserDatiPress
Buonasera, assistente! Spero che tu possa aiutarmi a capire meglio la mia ipertensione.	Generale
ho paura che la mia pressione alta possa causare problemi di equilibrio.	Umore
potresti ricordarmi i dati su pressione e frequenza registrati?	Richiesta
come l’alcol può influenzare il mio fegato?	Generale
Frequenza cardiaca misurata: 260 bpm	inserDatiFreq
posso inserire i dati della mia pressione sanguigna di stasera?	Generale
Vorrei vedere le letture della frequenza cardiaca che ho registrato nell’ultimo mese.	Richiesta
ho fatto una nuova misurazione, la frequenza cardiaca è 70	inserDatiFreq
Ho seguito il tuo consiglio e mi sento molto meglio, la mia pressione sanguigna è migliorata.	Umore
Mostrami le statistiche	Richiesta
Dammi dati pressione	Richiesta
Potresti spiegarmi cosa significa avere la pressione alta?	Generale
vorrei registrare la frequenza, è 80	inserDatiFreq
Ho notato che la mia frequenza cardiaca è molto bassa, è normale?	Umore
Ho una pressione di 120/70	inserDatiPress
La mia pressione sanguigna attuale è di 140/85 mmHg.	inserDatiPress
Media pressione ieri	Richiesta
Frequenza cardiaca: 115 bpm	inserDatiFreq
Ho appena fatto la misurazione, la pressione è 140/85, frequenza cardiaca: 155	inserDatiTot
Hai mai provato a fare paracadutismo?	Generale
Media frequenza ultimi nove mesi	Richiesta
Dati personali	Richiesta
posso aggiungere i dati della mia pressione sanguigna di domani?	Generale
Oggi mi sento molto rilassato grazie.	Umore
Media pressione	Richiesta
Non mi sento particolarmente bene. Le ultime misurazioni mi stanno preoccupando	Umore
hai mai visitato il museo del louvre?	Generale
Media frequenza quest’anno	Richiesta
Mi piacerebbe controllare tutte le letture della frequenza cardiaca che ho registrato.	Richiesta
Potrei vedere le misurazioni che ho registrato nell’ultima settimana?	Richiesta
Buonasera, assistente! Spero tu possa aiutarmi a capire meglio la mia ipertensione.	Generale
Sto cercando di consumare più frutta e verdura per mantenere una dieta equilibrata.	inserDatiGener
Media pressione ultimi 7 giorni	Richiesta
Dammi le mie misurazioni della pressione sanguigna dell’ultimo mese in un grafico	Richiesta
Forniscimi tutte le mie misurazioni in un grafico?	Richiesta
Posso inserire la mia pressione sanguigna di oggi?	Generale
Dammi tutte le mie misurazioni inerenti alla pressione in un grafico	Richiesta
Frequenza cardiaca: 235 bpm	inserDatiFreq
Qual è la mia media di pressione sanguigna e frequenza cardiaca delle ultime due settimane?	Richiesta
Ho avuto problemi di sonno ultimamente.	inserDatiGener
Quali sono i rischi per la salute associati all’obesità?	Generale
quale è il tuo romanzo preferito?	Generale
Dammi i dati della frequenza cardiaca nell’ultima settimana	Richiesta
Frequenza 100	inserDatiFreq
Pressione misurata: 145/95, battito cardiaco: 195	inserDatiTot
Avendo sotto controllo i miei dati mi sento inarrestabile.	Umore
Ho appena misurato la mia pressione sanguigna e la frequenza cardiaca, i valori sono 120/80 mmHg e 72 bpm.	inserDatiTot
Quali sono i trattamenti disponibili per l’ipertensione?	Generale
Mi piacerebbe controllare i dati registrati nell’ultimo mese.	Richiesta
Vorrei vedere un elenco di tutte le informazioni che ho fornito recentemente.	Richiesta
potresti farmi visualizzare le registrazioni datte sulla pressione e sulla frequenza cardiaca	Richiesta
Pressione: 120/70 mmHg, battito cardiaco: 150	inserDatiTot
La pressione oggi è 145/95	inserDatiPress
addio, assistente! sono grato per il tuo sostegno nel mio viaggio con l’ipertensione.	Generale
134 56 78	inserDatiTot
Hai mai provato a fare yoga?	Generale
Ho bisogno di aiuto urgentemente	Umore
La mia pressione sanguigna è 110/75	inserDatiPress
Faccio attività fisica regolare	inserDatiGener
Posso avere la media delle mie misurazioni delle ultime due settimane?	Richiesta
La mia pressione sanguigna oggi è X/Y.	inserDatiPress
La mia pressione oggi è .../...e la mia frequenza cardiaca è ... bpm.	inserDatiTot
non ho paura della mia ipertensione.	Umore
voglio registrare i miei dati misurati. La pressione è di 120/80 mentre la frequenza 80bpm	inserDatiTot
ho paura che la mia pressione alta possa causare un attacco di cuore.	Umore
Dammi le medie dell'ultimo mese	Richiesta
Vorrei tracciare le mie recenti misurazioni della pressione arteriosa.	Generale
Ho una pressione di 120/70, battito cardiaco: 270	inserDatiTot
A/B	inserDatiPress
I miei battiti al minuto sono 145	inserDatiFreq
Ho l’ipertensione	inserDatiGener
Buongiorno, mi annoio	Generale
Vorrei una torta per colazione	Generale
La mia pressione oggi è A su B e la mia frequenza cardiaca è X bpm.	inserDatiTot
Media pressione oggi	Richiesta
Media pressione quest’anno	Richiesta
Non fumo mai	inserDatiGener
Posso avere un riepilogo di tutte le informazioni che ho dato in passato?	Richiesta
Frequenza cardiaca misurata: 80 bpm	inserDatiFreq
quali cambiamenti nello stile di vita posso fare per gestire l’ipertensione?	Generale
La mia ultima lettura della pressione sanguigna era di 130/85 mmHg.	inserDatiPress
Media frequenza	Richiesta
Ho iniziato a prendere un nuovo farmaco per l’ipertensione.	inserDatiGener
Qual è la mia media di pressione sanguigna e frequenza cardiaca di oggi?	Richiesta
sono molto nervoso per i miei livelli di pressione sanguigna.	Umore
La mia frequenza cardiaca attuale è di 74 bpm.	inserDatiFreq
Media pressione ultime tre settimane	Richiesta
Media pressione ultimi 30 giorni	Richiesta
come la genetica può influenzare l’ipertensione?	Generale
Qual è la mia media di frequenza cardiaca degli ultimi tre anni?	Richiesta
hai mai pensato di fare un viaggio in mongolfiera?	Generale
Ho iniziato a seguire una dieta a basso contenuto di sale per aiutare a controllare la mia pressione sanguigna.	inserDatiGener
ho iniziato una nuova dieta povera di grassi saturi.	inserDatiGener
Hai mai visitato il Colosseo?	Generale
Pressione misurata è di 135/85 e la mia frequenza cardiaca è 72.	inserDatiTot
come il diabete può influenzare l’ipertensione?	Generale
A presto, assistente! Spero che tu possa continuare ad aiutarmi a gestire la mia ipertensione.	Generale
La pressione è 130 95 mentre la frequenza è 96	inserDatiTot
Media pressione ultimi tre anni	Richiesta
come viene diagnosticato il cancro al seno?	Generale
Desidero visualizzare i miei dati sulla pressione dell’ultima settimana.	Richiesta
Ultima misurazione	Richiesta
Ue, assistente! Spero tu possa darmi qualche suggerimento su come gestire la mia ipertensione.	Generale
Buon pomeriggio, assistente! Spero che tu possa aiutarmi a monitorare la mia ipertensione.	Generale
la mia pressione sanguigna è 140/90 e il mio battito cardiaco è 75.	inserDatiTot
è possibile fornirti le misurazioni su pressione e frequenza?	Generale
ho iniziato a fare esercizio fisico regolarmente.	inserDatiGener
La mia pressione sistolica è 140 e la diastolica è 90	inserDatiPress
posso registrare i dati della mia frequenza cardiaca di ieri?	Generale
Frequenza del polso: 190 bpm	inserDatiFreq
Ho appena fatto un controllo, la mia pressione è 135/85.	inserDatiPress
posso inserire i dati della mia pressione sanguigna e della mia frequenza cardiaca di oggi?	Generale
Qual è la mia media di frequenza cardiaca delle ultime 24 ore?	Richiesta
Faccio esercizio fisico regolarmente, almeno 30 minuti al giorno.	inserDatiGener
Ho avuto un trapianto di rene	inserDatiGener
vorrei aggiungere i dettagli sulla mia alimentazione.	Generale
Desidero consultare le mie letture più recenti della pressione.	Richiesta
la mia pressione sanguigna è 135/85 e la mia frequenza cardiaca è 72.	inserDatiTot
Desidero visualizzare i miei dati sulla frequenza cardiaca delle 4 settimane precedenti.	Richiesta
La mia pressione oggi è 120/80 e la mia frequenza cardiaca è 72.	inserDatiTot
Buongiorno, assistente! Spero tu possa darmi qualche consiglio sulla mia ipertensione oggi.	Generale
Ho un lavoro che richiede viaggi frequenti	inserDatiGener
La mia pressione è 120/60	inserDatiPress
La pressione è 130/70	inserDatiPress
Ho un forte dolore al collo.	Generale
Ho paura che la mia pressione alta possa causare un attacco di cuore.	Umore
il mio battito cardiaco è 72 battiti al minuto.	inserDatiFreq
Potresti mostrarmi tutte le mie letture che hai registrato?	Richiesta
Media frequenza ultimi 7 giorni	Richiesta
puoi fornirmi i dati sulla pressione e sulla frequenza?	Richiesta
Media frequenza oggi	Richiesta
Ho una storia familiare di malattie del fegato	inserDatiGener
Posso inserire le mie ultime misurazioni?	Generale
sono molto ansioso per la mia pressione alta.	Umore
Vorrei vedere tutte le informazioni che ho condiviso recentemente.	Richiesta
cosa causa l’ipertensione?	Generale
Vorrei rivedere l’ultimo dato sulla frequenza che ho inserito.	Richiesta
Media pressione ultimi sei mesi	Richiesta
I miei battiti al minuto sono 85	inserDatiFreq
Ti fornisco i dati: pressione è 130/85 e il mio battito cardiaco è 70.	inserDatiTot
pressione 120 80 frequenza 75	inserDatiTot
grazie	Generale
Sono Sara e ho 15 anni	inserDatiGener
Come posso prevenire l’ipertensione?	Generale
Mi spieghi perché quando sono in ansia non riesco a respirare bene?	Generale
la mia pressione sanguigna è 125/80 e la mia frequenza cardiaca è 68.	inserDatiTot
Non ho ansia per la mia pressione alta.	Umore
memorizza la frequenza di 85 bpm	inserDatiFreq
Come curo la botta presa alla schiena?	Generale
La mia pressione sanguigna e frequenza cardiaca sono di 125/75 mmHg e 70 bpm, secondo l’ultima misurazione.	inserDatiTot
hai mai visitato il colosseo?	Generale
ho avuto un episodio di palpitazioni ieri.	inserDatiGener
inserisci pressione 123 67	inserDatiPress
Ho 50 anni e non bevo alcol.	inserDatiGener
La mia pressione sanguigna e frequenza cardiaca più recenti sono di 120/70 mmHg e 71 bpm.	inserDatiTot
Ho letto un libro	Generale
Pressione sanguigna attuale: 110/70	inserDatiPress
Vorrei rivedere i dati sulla frequenza  che ho inserito nell’ultimo mese.	Richiesta
Quali sono le mie statistiche relative all’ultimo mese?	Richiesta
Ho appena fatto un controllo, il mio polso è 70.	inserDatiFreq
a presto, assistente! sono pronto per un altro giorno di successi nella gestione della mia ipertensione.	Generale
Posso avere un elenco di tutte le informazioni che ho inserito finora?	Richiesta
Mi piacerebbe controllare le ultime letture della pressione che ho registrato nell’ultima settimana.	Richiesta
Dammi frequenza	Richiesta
Mi sento strano ultimamente	Umore
Ho una storia familiare di diabete	inserDatiGener
Ho male alla gamba	Generale
Qual è stata l'ultima misurazione sulla frequenza cardiaca?	Richiesta
La mia pressione oggi è .../...	inserDatiPress
Posso registrare i dati della mia frequenza cardiaca di ieri?	Generale
Potrei controllare le ultime misurazioni della pressione che ho registrato nell’ultima settimana?	Richiesta
Pressione sanguigna: 125/75	inserDatiPress
Qual è la mia media di frequenza cardiaca degli ultimi nove mesi?	Richiesta
ho appena misurato la mia pressione, è 130/85 e il mio battito cardiaco è 75.	inserDatiTot
Ricordami l'ultima misurazione inserita sulla pressione?	Richiesta
posso inserire i dati della mia pressione sanguigna di questo mese?	Generale
La mia pressione sistolica è 125 e la diastolica è 75	inserDatiPress
come lo stress può influenzare la mia depressione?	Generale
Media frequenza ultimi tre anni	Richiesta
come la gravidanza può influenzare la mia tiroide?	Generale
Ultimo dato inserito sulla frequenza	Richiesta
la mia pressione oggi è 120/80 e la mia frequenza cardiaca è 72.	inserDatiTot
Qual è la mia media di frequenza cardiaca di quest’anno?	Richiesta
Mio figlio ha la febbre	Generale
ho paura che la mia ipertensione possa causare problemi di concentrazione.	Umore
Ho avuto un intervento chirurgico al cuore	inserDatiGener
Desidero consultare le mie letture della pressione dell’ultimo mese.	Richiesta
come il sonno può influenzare la mia ansia?	Generale
Posso registrare i dati della mia frequenza cardiaca di questa mattina?	Generale
Voglio i dati registrati sulla pressione	Richiesta
La mia pressione oggi è 140/90.	inserDatiPress
Ho misurato la pressione: 140/90	inserDatiPress
Quali sono i fattori di rischio per l’osteoporosi?	Generale
Mi piacerebbe controllare tutte le letture della pressione che ho registrato.	Richiesta
Dati generali	Richiesta
Come si prepara?	Generale
ho paura che la mia pressione alta possa causare problemi seri.	Umore
Vorrei i dati dell’ultima settimana	Richiesta
Potrei controllare le ultime misurazioni della pressione che ho registrato?	Richiesta
Ho notato un cambiamento nel mio appetito.	Generale
Qual è la media delle mie misurazioni di quest’anno?	Richiesta
Dammi media freq	Richiesta
Ho smesso di fumare da un mese.	inserDatiGener
posso registrare i dati della mia frequenza cardiaca del mese scorso?	Generale
Ho una storia familiare di ictus	inserDatiGener
Potrei controllare le misurazioni dei sette giorni precedenti?	Richiesta
La mia frequenza è 90	inserDatiFreq
Voglio le mie informazioni personali	Richiesta
Mi spieghi perché quando salgo le scale ho un forte affanno?	Generale
Qual è la mia media di pressione sanguigna degli ultimi sei mesi?	Richiesta
Ho appena fatto una lettura e la mia pressione sanguigna è di 125/80 mmHg.	inserDatiPress
quale è il tuo genere di film preferito?	Generale
non ho nervosismo per la mia pressione alta.	Umore
Quali sono i dati della pressione sanguigna dell’ultimo mese?	Richiesta
140	inserDatiFreq
Fumo molto durante la giornata	inserDatiGener
Il mio polso è di 180 battiti al minuto	inserDatiFreq
Vorrei rivedere i dati sulla frequenza che ho inserito nell’ultima settimana.	Richiesta
sono molto stressato per i miei livelli di pressione sanguigna.	Umore
Ho appena controllato e la mia frequenza cardiaca è di 69 bpm.	inserDatiFreq
Sono un vegano	inserDatiGener
Media frequenza ultime quattro settimane	Richiesta
ho paura che la mia ipertensione possa causare problemi di energia.	Umore
Posso registrare i dati della mia frequenza cardiaca di quest’anno?	Generale
Media frequenza ieri	Richiesta
ho smesso di bere alcol da due settimane.	inserDatiGener
Mi piacerebbe aggiornare il mio registro sanitario con le mie ultime letture della pressione arteriosa.	Generale
Ho smesso di bere tè nero da due settimane.	inserDatiGener
X	inserDatiFreq
Ho un battito di 230 bpm	inserDatiFreq
Sono una persona che fuma molto	inserDatiGener
Ho fatto nuove misurazioni: ecco la mia pressione sanguigna è 140/90 e il mio battito cardiaco è 75.	inserDatiTot
Come viene diagnosticata l’ipertensione?	Generale
quali sono i fattori di rischio per l’ipertensione?	Generale
Media frequenza anno scorso	Richiesta
Dammi i dati dell'ultimo mese	Richiesta
quali sono i valori di pressione nell'ultima settimana?	Richiesta
Posso avere un elenco di tutte le informazioni che ho inserito?	Richiesta
Voglio i dati della frequenza cardiaca dell’ultimo mese	Richiesta
Vorrei vedere tutte le informazioni che ho condiviso.	Richiesta
Pressione sanguigna attuale: 110/70, ho un battito di 125	inserDatiTot
Dono il plasma regolarmente	inserDatiGener
Quali sono i valori generali della mia frequenza?	Richiesta
come l’ambiente può influenzare la mia asma?	Generale
La mia frequenza cardiaca al momento è 120	inserDatiFreq
Media frequenza questa settimana	Richiesta
Mi elenchi le mie informazioni personali?	Richiesta
Ho notato un cambiamento nel mio peso.	Generale
Soffro di depressione	inserDatiGener
Vorrei dare un’occhiata a tutte le letture della frequenza cardiaca che ho inserito.	Richiesta
La mia pressione sanguigna attuale è 125/80 e la mia frequenza cardiaca è 68.	inserDatiTot
Ho registrato un valore di pressione sanguigna di 140/90 mmHg oggi.	inserDatiPress
il mio battito cardiaco è 70 battiti al minuto.	inserDatiFreq
Media pressione questa settimana	Richiesta
Ho X anni e ho una dieta equilibrata.	inserDatiGener
Media dei miei dati	Richiesta
posso registrare i dati della mia frequenza cardiaca del prossimo mese?	Generale
Qual è la mia media di frequenza cardiaca di ieri?	Richiesta
come il peso può influenzare il mio diabete?	Generale
la mia pressione sanguigna è 130/85.	inserDatiPress
Non ricordo la traccia dei dati nell'ultimo mese	Richiesta
Quali sono le mie misurazioni della frequenza cardiaca dell’ultimo mese?	Richiesta
Media dati totali	Richiesta
non sono preoccupato per la mia pressione alta.	Umore
mi puoi dare i dati su pressione e frequenza dell'ultimo mese	Richiesta
ho fatto nuove misurazioni. La pressione è di 120/80 mentre la frequenza indicata è 90bpm	inserDatiTot
Ho l’osteoporosi	inserDatiGener
Vorrei vedere tutte le generalità che ho dato.	Richiesta
il mio battito cardiaco è 80 battiti al minuto.	inserDatiFreq
Ho un battito di 290 bpm	inserDatiFreq
ho avuto un episodio di sudorazione eccessiva la scorsa notte.	inserDatiGener
ho iniziato una nuova dieta povera di zuccheri.	inserDatiGener
Potrei controllare tutte le misurazioni della frequenza cardiaca che ho registrato?	Richiesta
come il sonno può influenzare l’ipertensione?	Generale
Dammi il grafico con andamento di pressione arteriosa nell'ultimo mese	Richiesta
I miei battiti al minuto sono 265	inserDatiFreq
Quali esami diagnostici dovrei fare per valutare il mio stato di salute associato all'ipertensione?	Generale
fumo da circa 15 anni	inserDatiGener
Qual è l'andamento delle misurazioni sulla pressione?	Richiesta
Frequenza cardiaca misurata: 140 bpm	inserDatiFreq
Ho iniziato a fare stretching regolare per aiutare a gestire lo stress.	inserDatiGener
Ho un battito di 75	inserDatiFreq
Qual è la mia media di pressione sanguigna e frequenza cardiaca degli ultimi due anni?	Richiesta
Sono in sovrappeso	inserDatiGener
Media pressione ultimi nove mesi	Richiesta
Pressione sanguigna: 130/80	inserDatiPress
Ho notato che la mia pressione sanguigna aumenta quando faccio esercizio fisico.	inserDatiGener
Ho notato che la mia pressione sanguigna aumenta quando sono stressato.	inserDatiGener
ultima misurazione della pressione arteriosa	Richiesta
Buongiorno, assistente! Spero che tu sia pronto ad aiutarmi a gestire la mia ipertensione oggi.	Generale
La mia pressione sanguigna è 130/80.	inserDatiPress
vorrei aggiornare i miei dati sulla pressione sanguigna.	Generale
Ricordami l'ultima misurazione	Richiesta
Ho appena controllato la pressione, è 140/85	inserDatiPress
ho avuto un attacco di panico ieri sera.	inserDatiGener
come l’età può influenzare la mia memoria?	Generale
Frequenza del polso: 285 bpm	inserDatiFreq
Potrei vedere tutte le misurazioni della pressione che ho registrato?	Richiesta
buonanotte, assistente! grazie per avermi aiutato a capire meglio la mia ipertensione.	Generale
La mia pressione sistolica è 110 e la diastolica è 75, ho un battito di 280	inserDatiTot
puoi dirmi il giusto metodo per misurare la pressione?	Generale
Il mio polso è di 300 battiti al minuto	inserDatiFreq
come l’esercizio fisico può aiutare a gestire l’ipertensione?	Generale
Qual è la mia media di pressione sanguigna e frequenza cardiaca delle ultime quattro settimane?	Richiesta
Vorrei dare un’occhiata all’ultima lettura della frequenza cardiaca che ho inserito.	Richiesta
Ciao	Generale
Aiutami, c'è qualcosa che non va	Umore
Potresti mostrarmi le mie letture dell’ultimo mese?	Richiesta
Sono un crudista	inserDatiGener
mi sento molto tranquillo riguardo alla mia pressione alta.	Umore
Potrei controllare tutte le misurazioni che ho registrato?	Richiesta
Vorrei dare un’occhiata alle ultime letture della pressione che ho inserito nell’ultimo mese.	Richiesta
Qual è la mia media di pressione sanguigna di quest’anno?	Richiesta
quali sono le opzioni di trattamento farmacologico per l’ipertensione?	Generale
Qual è la mia media di pressione sanguigna e frequenza cardiaca del mese scorso?	Richiesta
la mia pressione sanguigna è 140/90.	inserDatiPress
mi sento molto rilassato riguardo alla mia pressione alta.	Umore
Ho avuto dolori muscolari.	Generale
come una dieta sana può aiutare a gestire l’ipertensione?	Generale
Ho appena fatto la misurazione, la pressione è 130/70	inserDatiPress
Voglio la media  dei dati sulla pressione	Richiesta
Posso avere un riepilogo di tutte le informazioni che ho dato?	Richiesta
La mia pressione è 110/75	inserDatiPress
Desidero visualizzare tutte le mie letture registrate.	Richiesta
Ho avuto un episodio di nausea questa mattina.	inserDatiGener
Vorrei vedere un riepilogo di tutte le informazioni che ho inserito finora.	Richiesta
La mia ultima lettura della frequenza cardiaca era di 68 bpm.	inserDatiFreq
Mi sento un po’ ansioso perché la mia pressione sanguigna è salita all’improvviso.	Umore
Qual è la mia media di frequenza cardiaca delle ultime due settimane?	Richiesta
posso registrare i dati della mia frequenza cardiaca di questa settimana?	Generale
Media pressione mese scorso	Richiesta
quali sono i trattamenti disponibili per l’artrite?	Generale
La mia pressione sanguigna è 120/80 e il mio battito cardiaco è 70.	inserDatiTot
Ho appena fatto una lettura e la mia frequenza è di 72 bpm.	inserDatiFreq
vorrei inserire i dati del mio monitoraggio della pressione sanguigna di questa settimana.	Generale
Posso aggiungere i dati della mia pressione sanguigna di questa mattina?	Generale
Pressione misurata: 145/95	inserDatiPress
la mia pressione sanguigna è 135/85.	inserDatiPress
La pressione sistolica è 125 e la diastolica è 75	inserDatiPress
Ho registrato un valore di pressione sanguigna e frequenza cardiaca di 140/90 mmHg e 75 bpm oggi.	inserDatiTot
ho smesso di bere tè nero da due settimane.	inserDatiGener
Media pressione e frequenza	Richiesta
Sono felice di informarti che la mia frequenza cardiaca è stabile e mi sento bene.	Umore
posso registrare i dati della mia frequenza cardiaca di questo mese?	Generale
voglio che mi fornisci sia i dati sulla frequenza che i dati sulla pressione.	Richiesta
sono molto preoccupato per la mia ipertensione.	Umore
Posso vedere la media delle mie misurazioni di questo mese?	Richiesta
Sto cercando di mantenere un peso sano per ridurre il rischio di ipertensione.	inserDatiGener
Qual è la mia media di pressione sanguigna degli ultimi tre anni?	Richiesta
Pressione sanguigna: 110/70	inserDatiPress
Potresti mostrarmi i miei dati più recenti?	Richiesta
sono molto nervoso per la mia ipertensione.	Umore
Qual è la media delle mie misurazioni delle ultime tre settimane?	Richiesta
sono molto pacifico riguardo alla mia ipertensione.	Umore
Battito cardiaco: 185 bpm	inserDatiFreq
Il mio amico sta male	Generale
Rappresenta le misurazioni della pressione arteriosa dell’ultimo mese con un immagine	Richiesta
Mi piacerebbe esaminare il dato più recente sulla frequenza che ho registrato.	Richiesta
Pressione sanguigna registrata: 110/75	inserDatiPress
hai mai provato a fare arrampicata?	Generale
la mia pressione sanguigna è 130/80.	inserDatiPress
Salve	Generale
Pressione 120 80	inserDatiPress
Dammi I dati di pressione	Richiesta
Pressione 130 90	inserDatiPress
Dammi grafico pressione	Richiesta
